customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00633,Male,0,Yes,No,67,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,77.3,5192.99,No
C00634,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.57,1367.54,No
C00635,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,73.26,3663.53,Yes
C00636,Female,1,Yes,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card,47.03,1386.42,No
C00637,Male,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,72.76,4773.86,Yes
C00638,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,18.0,110.0,Yes
C00639,Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,55.43,2303.08,No
C00640,Female,1,Yes,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,50.31,198.24,Yes
C00641,Female,0,Yes,No,50,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,49.97,2497.55,No
C00642,Female,0,No,No,58,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,59.03,3467.4,Yes
C00643,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,42.34,254.87,No
C00644,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.45,2423.3,No
C00645,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,72.06,884.98,No
C00646,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,73.94,1498.04,No
C00647,Male,0,No,No,62,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,44.2,2734.0,No
C00648,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card,63.28,2054.06,Yes
C00649,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,62.9,1605.18,No
C00650,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,18.0,707.93,No
C00651,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card,73.63,4752.26,No
C00652,Female,0,No,No,59,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,52.17,3041.84,No
C00653,Male,0,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,268.22,No
C00654,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer,62.27,129.08,No
C00655,Female,0,No,Yes,11,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,53.55,611.78,No
C00656,Male,0,No,No,55,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,49.03,2726.97,Yes
C00657,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,49.67,123.26,No
C00658,Male,0,Yes,No,65,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,48.47,3129.62,No
C00659,Female,0,Yes,Yes,44,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,48.23,2131.44,Yes
C00660,Female,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,320.93,Yes
C00661,Female,0,No,No,22,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.08,1654.61,Yes
C00662,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,66.44,1201.76,No
C00663,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,64.28,3036.76,No
C00664,Female,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card,58.4,1825.89,No
C00665,Male,0,No,No,10,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,60.93,634.48,No
C00666,Male,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,20.34,1170.27,No
C00667,Female,0,No,No,62,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,74.84,4637.86,Yes
C00668,Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,76.38,No
C00669,Male,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,62.76,4275.33,No
C00670,Male,0,No,Yes,41,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,41.97,1768.89,Yes
C00671,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer,64.63,2781.59,No
C00672,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,73.05,1380.32,Yes
C00673,Female,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.0,1062.97,Yes
C00674,Female,1,No,Yes,60,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card,33.26,1982.67,No
C00675,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,70.81,1939.06,No
C00676,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,48.37,3301.12,No
C00677,Female,0,Yes,No,22,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,49.37,1111.28,No
C00678,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer,50.37,1167.81,No
C00679,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,66.34,2629.29,Yes
C00680,Female,0,Yes,No,66,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,66.47,4431.67,Yes
C00681,Female,0,Yes,No,40,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,45.78,1881.99,Yes
C00682,Male,0,Yes,Yes,6,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,62.84,419.49,No
C00683,Male,0,No,No,18,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,42.09,824.18,No
C00684,Female,0,Yes,No,30,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,46.17,1402.42,Yes
C00685,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,71.45,1515.66,Yes
C00686,Female,1,Yes,Yes,62,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,38.98,2389.36,No
C00687,Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,66.7,649.58,No
C00688,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card,28.94,316.57,No
C00689,Male,0,Yes,No,9,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,53.03,467.63,Yes
C00690,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,66.56,4464.32,Yes
C00691,Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,59.5,2352.93,Yes
C00692,Female,1,Yes,Yes,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,43.52,1056.13,Yes
C00693,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,67.91,2248.15,Yes
C00694,Female,0,Yes,No,61,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.1,3782.4,Yes
C00695,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card,74.71,3122.14,No
C00696,Female,0,No,No,5,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,38.08,186.63,No
C00697,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,67.75,3357.55,No
C00698,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,65.53,208.55,No
C00699,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,46.12,2299.45,Yes
C00700,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,71.06,3711.19,No
C00701,Female,1,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,18.0,688.98,No
C00702,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,72.65,570.67,No
C00703,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,64.41,2885.56,No
C00704,Female,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card,53.24,1486.51,No
C00705,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,58.51,1542.96,Yes
C00706,Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,71.93,4684.93,No
C00707,Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,59.41,1977.26,No
C00708,Female,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.76,4550.44,No
C00709,Female,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,52.51,3285.94,No
C00710,Female,1,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,41.82,1600.45,No
C00711,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,67.55,1776.87,Yes
C00712,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,48.07,1218.19,No
C00713,Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,79.42,3095.59,No
C00714,Female,1,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.45,493.09,No
C00715,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,79.46,3726.69,No
C00716,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,19.2,908.3,Yes
C00717,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card,64.68,810.52,No
C00718,Female,0,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,44.9,137.22,Yes
C00719,Female,1,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,71.01,2282.97,Yes
C00720,Female,0,No,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.7,1751.82,Yes
C00721,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.53,1323.0,Yes
C00722,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,713.09,Yes
C00723,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,39.74,1908.4,No
C00724,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,76.3,5176.12,No
C00725,Male,0,Yes,No,45,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,49.75,2210.94,Yes
C00726,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,57.93,1054.2,No
C00727,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card,72.41,4678.05,No
C00728,Male,0,Yes,Yes,66,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,35.72,2336.55,No
C00729,Male,0,No,No,66,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card,47.81,3127.69,No
C00730,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,64.41,2885.92,No
C00731,Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,65.1,4353.35,No
C00732,Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,18.0,1291.16,No
C00733,Male,1,Yes,No,3,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,47.93,133.95,No
C00734,Female,1,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,66.87,2620.06,Yes
C00735,Female,0,Yes,Yes,42,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer,61.39,2580.29,Yes
C00736,Male,0,No,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer,64.91,2658.11,Yes
C00737,Female,1,No,No,50,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,48.95,2474.32,Yes
C00738,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card,60.87,2141.28,No
C00739,Male,0,No,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,44.28,1110.06,Yes
C00740,Female,0,Yes,No,17,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,49.46,874.49,Yes
C00741,Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,67.83,2732.24,Yes
C00742,Female,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,59.29,3982.67,No
C00743,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card,64.15,2807.65,No
C00744,Male,1,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,73.86,1668.93,No
C00745,Male,1,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card,69.81,398.57,No
C00746,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,66.4,4434.97,Yes
C00747,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,18.0,421.52,Yes
C00748,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.7,2703.74,Yes
C00749,Male,0,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,34.13,919.13,No
C00750,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,53.91,371.19,Yes
C00751,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.76,3295.88,No
C00752,Male,1,No,No,37,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,73.42,2701.72,No
C00753,Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,42.85,953.92,No
C00754,Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card,81.15,600.91,Yes
C00755,Female,1,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,73.64,3591.22,No
C00756,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.47,674.19,No
C00757,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,46.4,1155.98,Yes
C00758,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card,45.97,2153.95,No
C00759,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.1,978.38,No
C00760,Male,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card,62.99,2471.88,No
C00761,Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,41.71,2782.84,Yes
C00762,Female,0,No,Yes,66,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,47.43,3124.17,Yes
C00763,Male,1,No,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,64.45,391.05,Yes
C00764,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,52.76,1083.59,No
C00765,Male,0,No,No,36,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,74.96,2649.93,Yes
C00766,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,18.7,54.56,No
C00767,Male,0,No,No,42,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,41.71,1780.74,No
C00768,Female,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card,40.74,1806.25,No
C00769,Female,0,No,No,44,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card,66.03,2909.94,No
C00770,Male,0,No,No,33,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,53.96,1825.85,Yes
C00771,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1077.31,Yes
C00772,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,70.59,4943.88,Yes
C00773,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,19.27,502.68,No
C00774,Female,0,Yes,Yes,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,53.31,1099.04,Yes
C00775,Female,1,Yes,No,2,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,54.26,78.72,Yes
C00776,Male,0,No,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.05,3403.67,No
C00777,Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,61.42,1853.65,Yes
C00778,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.86,1395.96,No
C00779,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.22,1388.77,No
C00780,Male,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer,64.18,1272.24,No
C00781,Male,0,Yes,No,50,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,62.18,3141.8,Yes
C00782,Male,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,39.56,919.1,No
C00783,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,69.66,907.7,Yes
C00784,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card,70.57,182.1,No
C00785,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,62.05,844.18,Yes
C00786,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,18.0,314.37,No
C00787,Male,1,Yes,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.91,784.64,Yes
C00788,Female,0,Yes,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.52,148.41,Yes
C00789,Female,0,No,No,47,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,39.36,1817.76,Yes
C00790,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,69.42,217.39,Yes
C00791,Female,0,Yes,No,1,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card,63.27,20.57,Yes
C00792,Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,52.86,1237.33,No
C00793,Male,0,No,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card,41.74,1439.59,No
C00794,Female,0,No,No,14,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,49.85,714.1,Yes
C00795,Male,0,No,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer,47.22,3205.72,No
C00796,Male,0,Yes,Yes,13,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,79.71,1018.65,No
C00797,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.41,2079.94,Yes
C00798,Male,0,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,54.32,2717.42,No
C00799,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,74.34,1939.92,Yes
C00800,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,66.81,198.52,Yes
C00801,Male,0,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,73.0,3717.08,Yes
C00802,Female,0,No,Yes,40,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,58.22,2341.98,Yes
C00803,Male,0,Yes,Yes,68,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,41.18,2822.45,No
C00804,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,71.21,2537.02,No
C00805,Female,1,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,52.02,2647.34,Yes
C00806,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,52.67,102.75,Yes
C00807,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,73.85,2442.37,Yes
C00808,Male,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.83,154.41,Yes
C00809,Female,0,Yes,No,52,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,52.57,2768.66,Yes
C00810,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,35.44,374.8,No
C00811,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.82,561.12,Yes
C00812,Male,1,No,Yes,14,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card,42.62,621.19,No
C00813,Male,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,63.85,2974.27,No
C00814,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,18.0,109.05,No
C00815,Female,1,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,21.35,490.3,No
C00816,Male,0,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,72.18,4373.03,Yes
C00817,Male,0,Yes,Yes,18,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,33.66,602.17,No
C00818,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,45.31,380.11,Yes
